Plant,Light,Watering,Humidity,Temperature,Fertilizer,Pruning,Propagation,Notes,
Succulents,Full sun to partial shade,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Repot in a well-draining pot.,,,,,
Sunflower,Full sun,Well-drained soil,Water regularly during the first year, deadhead spent flowers to encourage more blooms.,,,,,
Sweet Pea,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Provide support for climbing vines.,,,,,
Swiss Chard,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Harvest Swiss chard leaves when they are about 6 inches tall.,,,,,
Tarragon,Full sun,Well-drained soil,Harvest leaves regularly to encourage new growth.,,,,,,
Tea,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Harvest tea leaves when they are young and tender.,,,,,
Thyme,Full sun,Well-drained soil,Cut back stems after flowering to promote bushier growth.,,,,,,
Tomato,Full sun,Well-drained soil,Water regularly, especially during hot weather. Stake tall varieties for support. Pinch off suckers (small shoots growing from the base of the plant) to encourage fruit production.,,,,,
Tulip,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Turnip,Full sun,Well-drained soil,Water regularly, especially during dry spells. Harvest turnips when they are about 2 inches in diameter.,,,,,
Viburnum,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Weigela,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Wisteria,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Willow,Full sun to partial shade,Moist, well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,
Yew,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Zinnia,Full sun,Well-drained soil,Water regularly during dry spells.,,,,,,
ZZ Plant,Low light,Well-drained soil,Water sparingly, allowing soil to dry,,,,,
Plant,Growth Condition,Care Instructions,Notes,,,,,,
Amaryllis,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Plant bulbs in fall or spring.,,,,,,
Asparagus,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Harvest asparagus spears when they are about 6 inches tall.,,,,,
Basil,Full sun,Well-drained soil,Water regularly, especially during hot weather. Pinch off flower buds to encourage leaf growth.,,,,,
Begonia,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Keep the humidity high.,,,,,,
Bird of Paradise,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Fertilize during the growing season.,,,,,,
Blackberry,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune canes after fruiting. Harvest blackberries when they are ripe and black.,,,,,
Blueberry,Partial shade,Acidic soil,Water regularly, especially during dry spells. Mulch around the plants to help retain moisture. Harvest blueberries when they are ripe and blue.,,,,,
Boxwood,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune regularly to maintain shape.,,,,,
Bromeliad,Bright indirect light,Well-drained potting mix,Water by filling the cup in the center of the plant. Fertilize during the growing season.,,,,,,
Cabbage,Full sun,Well-drained soil,Water regularly, especially during dry spells. Harvest cabbage heads when they are firm and dense.,,,,,
Cactus,Full sun,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Fertilize during the growing season.,,,,,
Calathea,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Keep the humidity high.,,,,,,
Camellia,Partial shade,Acidic soil,Water regularly, especially during dry spells. Prune after flowering to maintain shape.,,,,,
Carnation,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Deadhead spent flowers to encourage more blooms.,,,,,
Carrot,Full sun,Well-drained soil,Water regularly, especially during the first few weeks of growth. Harvest carrots when they are mature and orange.,,,,,
Cauliflower,Full sun,Well-drained soil,Water regularly, especially during dry spells. Harvest cauliflower heads when they are white and compact.,,,,,
Celery,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Harvest celery stalks when they are about 8 inches long.,,,,,
Cherry,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest cherries when they are ripe and sweet.,,,,,
Chinese Evergreen,Low light,Well-drained potting mix,Water when the top inch of soil is dry. Avoid overwatering.,,,,,,
Chrysanthemum,Full sun,Well-drained soil,Water regularly, especially during dry spells. Pinch back stems in early spring to encourage bushier growth.,,,,,
Citrus,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest citrus fruits when they are ripe and colored.,,,,,
Clematis,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Provide support for climbing varieties. Prune after flowering to encourage more blooms.,,,,,
Coconut,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest coconuts when they are ripe and brown.,,,,,
Coffee,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Harvest coffee beans when they are ripe and red.,,,,,
Cosmos,Full sun,Well-drained soil,Water regularly, especially during dry spells. Deadhead spent flowers to encourage more blooms.,,,,,
Cranberry,Full sun to partial shade,Acidic soil,Water regularly, especially during dry spells. Harvest cranberries when they are ripe and red.,,,,,
Crocus,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Croton,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Keep the humidity high.,,,,,,
Cucumber,Full sun,Well-drained soil,Water regularly, especially during hot weather. Provide trellises or cages for vines to climb. Harvest cucumbers when they are young and tender.,,,,,
Dahlia,Full sun,Well-drained soil,Water regularly, especially during dry spells. Stake tall varieties for support. Deadhead spent flowers to encourage more blooms.,,,,,
Daffodil,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Delphinium,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Stake tall varieties for support. Deadhead spent flowers to encourage more blooms.,,,,,
Dianthus,Full sun,Well-drained soil,Water regularly, especially during dry spells. Deadhead spent flowers to encourage more blooms.,,,,,
Dieffenbachia,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Avoid overwatering.,,,,,,
Dill,Full sun,Well-drained soil,Water regularly, especially during dry spells. Harvest dill leaves as needed.,,,,,
Dogwood,Partial shade,Moist, well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,
Dracaena,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Can be propagated by cuttings.,,,,,,
Eggplant,Full sun,Well-drained soil,Water regularly, especially during hot weather. Harvest eggplants when they are firm and glossy.,,,,,
Fiddle Leaf Fig,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Keep the humidity high.,,,,,,
Fig,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune trees in late winter or early spring. Harvest figs when they are ripe and sweet.,,,,,
Forsythia,Full sun,Well-drained soil,Water regularly, especially during dry spells. Prune after flowering to encourage more blooms.,,,,,
Foxglove,Partial shade,Well-drained soil,Water regularly, especially during dry spells. Remove seed pods to prevent self-seeding.,,,,,
Freesia,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Fuchsia,Partial shade,Moist, well-drained soil,Water regularly, especially during dry spells. Pinch back stems to encourage bushier growth.,,,,
Gardenia,Partial shade,Acidic soil,Water regularly, especially during dry spells. Fertilize during the growing season.,,,,,
Garlic,Full sun,Well-drained soil,Water regularly, especially during the first few weeks of growth. Harvest garlic when the tops have died back.,,,,,
Geranium,Full sun,Well-drained soil,Water regularly, especially during dry spells. Pinch back stems to encourage bushier growth.,,,,,
Gladiolus,Full sun,Well-drained soil,Water regularly, especially during dry spells. Plant corms in spring. Stake tall varieties for support.,,,,,
Gloxinia,Bright indirect light,Well-drained potting mix,Water when the top inch of soil is dry. Avoid getting water on the leaves.,,,,,,
Grape,Full sun,Well-drained soil,Water regularly, especially during dry spells. Provide trellises or cages for vines to climb. Harvest grapes when they are ripe and juicy.,,,,,
Grapefruit,Full sun,Well-drained soil,Water regularly, especially during dry spells. Protect trees from frost. Harvest grapefruits when they are ripe and pink or yellow.,,,,,
Guava,Full sun,Well-drained soil,Water regularly, especially during dry spells. Harvest guavas when they are ripe and yellow.,,,,,
Haworthia,Full sun to partial shade,Well-drained soil,Water sparingly, allowing soil to dry out between waterings. Prune off any dead or damaged leaves.,,,,,
Hibiscus,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Fertilize during the growing season.,,,,,
Holly,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Prune in late winter or early spring.,,,,,
Hydrangea,Partial shade,Acidic soil,Water regularly, especially during dry spells. Fertilize during the growing season.,,,,,
Hyacinth,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Plant bulbs in fall.,,,,,
Impatiens,Partial shade,Moist, well-drained soil,Water regularly, especially during dry spells. Deadhead spent flowers to encourage more blooms.,,,,
Iris,Full sun to partial shade,Well-drained soil,Water regularly, especially during dry spells. Divide clumps every 3-5 years.,,,,,
